item_id,category,region,date,stock_level,demand,supply,is_scarce,potentially_scarce,conversion_rate,experience_score,dispute_amount,win_amount,recouped_amount,tag_status,net_loss,spike_indicator,supply_demand_ratio
ITEM03833,Groceries,West,2023-06-30,76,479,832,Yes,No,0.61,6,736.96,304.67,256.3,Reviewed,175.99,No,1.7333333333333334
ITEM03834,Toys,East,2023-12-03,425,354,548,No,No,0.49,5,911.32,122.3,84.39,Escalated,704.6300000000001,Yes,1.5436619718309859
ITEM03835,Groceries,East,2023-12-17,66,397,254,Yes,No,0.75,8,843.65,353.05,263.06,Reviewed,227.53999999999996,No,0.6381909547738693
ITEM03836,Apparel,South,2023-05-25,147,680,636,Yes,No,0.79,10,83.94,78.25,83.77,Resolved,-78.08,No,0.933920704845815
ITEM03837,Home Appliances,West,2023-11-11,493,270,129,No,No,0.57,4,677.39,144.74,197.75,Flagged,334.9,No,0.47601476014760147
ITEM03838,Electronics,Central,2023-08-13,172,712,67,Yes,Yes,0.19,6,302.56,103.2,73.62,Resolved,125.74000000000001,No,0.09396914446002805
ITEM03839,Toys,North,2023-02-23,34,751,778,Yes,No,0.42,9,902.87,12.65,281.48,Resolved,608.74,No,1.0345744680851063
ITEM03840,Home Appliances,South,2023-10-31,76,817,992,Yes,No,0.61,6,170.75,456.04,211.62,Reviewed,-496.91,No,1.2127139364303179
ITEM03841,Groceries,North,2023-03-09,403,931,663,Yes,No,0.15,10,222.46,37.79,143.88,Reviewed,40.79000000000002,No,0.7113733905579399
ITEM03842,Toys,North,2023-04-17,279,463,693,No,No,0.12,5,491.9,207.63,240.81,Resolved,43.45999999999998,No,1.4935344827586208
ITEM03843,Home Appliances,West,2023-11-30,184,918,870,Yes,No,0.86,8,330.53,177.12,8.14,Resolved,145.26999999999998,No,0.9466811751904244
ITEM03844,Toys,Central,2023-03-18,54,172,107,Yes,No,0.68,4,359.42,91.21,190.75,Resolved,77.46000000000004,No,0.6184971098265896
ITEM03845,Apparel,North,2023-01-27,392,159,161,No,No,0.22,6,424.47,222.17,9.37,Escalated,192.93000000000004,No,1.00625
ITEM03846,Apparel,North,2023-12-10,93,554,646,Yes,No,0.46,7,143.75,251.91,68.4,Flagged,-176.56,No,1.163963963963964
ITEM03847,Electronics,South,2023-06-04,472,435,892,No,No,0.25,10,95.92,133.18,93.75,Flagged,-131.01,No,2.0458715596330275
ITEM03848,Electronics,Central,2023-03-13,143,767,875,Yes,No,0.11,6,192.92,263.08,225.19,Resolved,-295.35,No,1.1393229166666667
ITEM03849,Apparel,Central,2023-06-29,246,223,677,No,Yes,0.41,8,534.06,321.08,275.55,Escalated,-62.57000000000005,No,3.0223214285714284
ITEM03850,Toys,North,2023-02-16,438,554,364,No,No,0.62,2,401.33,260.16,110.64,Reviewed,30.52999999999996,No,0.6558558558558558
ITEM03851,Apparel,Central,2023-08-30,199,113,211,No,No,0.86,5,663.98,449.03,185.41,Reviewed,29.54000000000005,No,1.8508771929824561
ITEM03852,Electronics,South,2023-12-25,235,515,847,Yes,No,0.72,3,693.11,68.61,233.21,Escalated,391.28999999999996,No,1.6414728682170543
ITEM03853,Apparel,South,2023-10-04,313,875,999,Yes,No,0.28,4,630.44,419.51,253.75,Reviewed,-42.819999999999936,No,1.1404109589041096
ITEM03854,Apparel,South,2023-11-09,319,126,373,No,Yes,0.37,10,227.25,72.79,288.82,Flagged,-134.36,No,2.937007874015748
ITEM03855,Toys,West,2023-04-15,219,856,767,Yes,No,0.52,8,622.33,215.04,234.71,Reviewed,172.58000000000007,No,0.8949824970828472
ITEM03856,Home Appliances,North,2023-04-05,331,149,380,No,Yes,0.25,2,562.96,76.47,9.75,Flagged,476.74,No,2.533333333333333
ITEM03857,Electronics,Central,2023-08-07,370,286,629,No,No,0.77,9,637.6,302.27,30.59,Resolved,304.74000000000007,No,2.191637630662021
ITEM03858,Toys,South,2023-06-19,215,156,971,No,Yes,0.23,7,249.1,172.8,250.15,Flagged,-173.85000000000002,No,6.1847133757961785
ITEM03859,Apparel,North,2023-10-10,48,870,948,Yes,No,0.33,1,988.49,226.0,83.91,Flagged,678.58,No,1.0884041331802525
ITEM03860,Apparel,North,2023-05-08,284,766,809,Yes,No,0.56,3,987.29,82.01,24.75,Flagged,880.53,Yes,1.0547588005215125
ITEM03861,Home Appliances,West,2023-07-19,462,133,551,No,Yes,0.2,8,878.79,236.68,287.3,Flagged,354.8099999999999,No,4.111940298507463
ITEM03862,Electronics,Central,2023-11-28,117,637,106,Yes,Yes,0.6,2,238.23,368.14,114.02,Escalated,-243.93,No,0.16614420062695925
ITEM03863,Electronics,Central,2023-02-04,81,861,214,Yes,Yes,0.86,10,752.68,467.23,109.89,Escalated,175.55999999999995,No,0.2482598607888631
ITEM03864,Groceries,South,2023-12-20,262,470,215,No,No,0.65,7,125.54,142.06,34.61,Reviewed,-51.129999999999995,No,0.4564755838641189
ITEM03865,Electronics,South,2023-05-24,76,185,346,Yes,No,0.75,1,916.95,216.98,247.66,Flagged,452.31000000000006,No,1.8602150537634408
ITEM03866,Home Appliances,North,2023-10-19,210,259,53,No,Yes,0.45,3,224.02,391.42,135.52,Reviewed,-302.92,No,0.20384615384615384
ITEM03867,Groceries,Central,2023-03-07,495,524,459,No,No,0.39,10,441.02,278.9,90.75,Flagged,71.37,No,0.8742857142857143
ITEM03868,Groceries,Central,2023-08-07,490,997,856,Yes,No,0.36,2,643.6,369.88,248.21,Resolved,25.51000000000002,No,0.8577154308617234
ITEM03869,Apparel,South,2023-02-25,121,978,926,Yes,No,0.63,2,366.29,392.48,256.14,Flagged,-282.33,No,0.9458631256384066
ITEM03870,Apparel,East,2023-05-25,324,811,155,Yes,Yes,0.51,10,238.62,366.82,214.17,Resolved,-342.37,No,0.19088669950738915
ITEM03871,Electronics,North,2023-08-01,89,205,669,Yes,Yes,0.48,2,792.86,476.0,127.56,Flagged,189.3,No,3.2475728155339807
ITEM03872,Groceries,Central,2023-04-04,257,490,731,No,No,0.18,4,812.52,365.81,89.86,Escalated,356.84999999999997,No,1.4887983706720977
ITEM03873,Apparel,West,2023-04-16,160,611,828,Yes,No,0.64,6,477.23,59.59,154.47,Escalated,263.16999999999996,No,1.3529411764705883
ITEM03874,Home Appliances,West,2023-03-25,175,374,828,Yes,No,0.68,1,298.92,400.58,167.43,Flagged,-269.09,No,2.208
ITEM03875,Apparel,East,2023-05-16,292,388,615,No,No,0.26,10,709.44,44.56,170.05,Reviewed,494.8300000000001,No,1.5809768637532133
ITEM03876,Apparel,South,2023-05-26,88,357,215,Yes,No,0.71,7,900.0,198.52,224.22,Flagged,477.26,No,0.6005586592178771
ITEM03877,Groceries,South,2023-09-06,126,319,303,Yes,No,0.8,7,803.78,175.56,17.96,Reviewed,610.26,No,0.946875
ITEM03878,Groceries,South,2023-01-18,472,626,837,No,No,0.24,1,561.29,78.35,194.55,Resolved,288.38999999999993,No,1.3349282296650717
ITEM03879,Toys,West,2023-05-05,358,632,715,No,No,0.46,10,59.67,53.72,260.61,Resolved,-254.66000000000003,No,1.1295418641390205
ITEM03880,Home Appliances,South,2023-01-02,285,945,177,Yes,Yes,0.8,9,919.17,144.68,39.41,Resolved,735.08,Yes,0.18710359408033828
ITEM03881,Groceries,West,2023-11-28,296,158,535,No,Yes,0.49,8,908.55,343.2,166.15,Escalated,399.19999999999993,No,3.3647798742138364
ITEM03882,Electronics,East,2023-07-19,259,459,125,No,Yes,0.75,2,256.14,102.93,206.44,Escalated,-53.23000000000002,No,0.2717391304347826
ITEM03883,Home Appliances,North,2023-05-18,338,693,936,Yes,No,0.27,7,686.58,485.06,288.25,Flagged,-86.72999999999996,No,1.3487031700288183
ITEM03884,Home Appliances,Central,2023-07-22,474,729,270,No,Yes,0.15,2,373.68,2.55,28.87,Reviewed,342.26,No,0.3698630136986301
ITEM03885,Groceries,East,2023-10-09,243,212,831,No,Yes,0.15,4,220.04,284.51,218.08,Flagged,-282.55,No,3.9014084507042255
ITEM03886,Home Appliances,West,2023-10-30,110,906,483,Yes,No,0.88,5,10.71,279.41,174.87,Reviewed,-443.57000000000005,No,0.5325248070562293
ITEM03887,Groceries,East,2023-01-30,422,375,684,No,No,0.23,10,365.13,137.15,102.45,Escalated,125.52999999999999,No,1.8191489361702127
ITEM03888,Apparel,Central,2023-02-25,23,356,586,Yes,No,0.79,3,211.04,297.74,15.21,Escalated,-101.91000000000003,No,1.6414565826330532
ITEM03889,Toys,North,2023-04-29,49,428,488,Yes,No,0.35,7,23.7,280.56,98.8,Flagged,-355.66,No,1.1375291375291374
ITEM03890,Apparel,Central,2023-05-12,36,876,484,Yes,No,0.13,7,526.69,343.94,247.87,Flagged,-65.11999999999995,No,0.5518814139110604
ITEM03891,Groceries,West,2023-08-19,180,334,667,No,No,0.29,6,232.51,436.6,190.42,Resolved,-394.51,No,1.991044776119403
ITEM03892,Groceries,Central,2023-06-01,252,150,667,No,Yes,0.5,7,588.76,50.24,68.47,Escalated,470.04999999999995,No,4.417218543046357
ITEM03893,Apparel,East,2023-01-21,24,777,664,Yes,No,0.19,3,418.26,417.64,297.89,Resolved,-297.27,No,0.8534704370179949
ITEM03894,Electronics,South,2023-03-09,348,842,827,Yes,No,0.84,7,341.33,10.24,223.8,Resolved,107.28999999999996,No,0.9810201660735468
ITEM03895,Electronics,East,2023-05-06,124,320,575,Yes,No,0.82,7,375.99,30.81,56.66,Flagged,288.52,No,1.7912772585669783
ITEM03896,Electronics,West,2023-02-12,30,882,182,Yes,Yes,0.22,9,573.89,453.78,234.35,Flagged,-114.23999999999998,No,0.20611551528878821
ITEM03897,Groceries,North,2023-07-01,236,695,490,Yes,No,0.69,2,833.99,352.82,249.36,Flagged,231.81,No,0.7040229885057471
ITEM03898,Home Appliances,Central,2023-04-10,226,329,583,No,No,0.47,3,669.33,321.35,261.19,Flagged,86.79000000000002,No,1.7666666666666666
ITEM03899,Groceries,North,2023-12-15,347,908,636,Yes,No,0.89,4,110.56,258.91,221.88,Escalated,-370.23,No,0.6996699669966997
ITEM03900,Home Appliances,West,2023-08-28,37,321,846,Yes,Yes,0.14,8,567.0,390.03,24.11,Escalated,152.86,No,2.627329192546584
ITEM03901,Apparel,Central,2023-07-19,382,765,440,Yes,No,0.48,1,768.91,364.45,244.11,Reviewed,160.34999999999997,No,0.5744125326370757
ITEM03902,Toys,East,2023-04-26,57,153,293,Yes,No,0.33,2,311.07,171.96,278.31,Flagged,-139.20000000000002,No,1.9025974025974026
ITEM03903,Home Appliances,East,2023-04-25,235,730,817,Yes,No,0.68,2,628.04,247.66,149.9,Resolved,230.48,No,1.1176470588235294
ITEM03904,Electronics,West,2023-05-22,180,809,195,Yes,Yes,0.19,2,0.44,241.17,228.33,Resolved,-469.06,No,0.24074074074074073
ITEM03905,Groceries,Central,2023-04-29,113,372,464,Yes,No,0.6,2,939.75,216.89,151.28,Resolved,571.58,No,1.2439678284182305
ITEM03906,Apparel,East,2023-04-03,305,297,476,No,No,0.86,7,267.73,340.9,192.22,Resolved,-265.39,No,1.5973154362416107
ITEM03907,Electronics,West,2023-01-09,131,227,261,No,No,0.46,6,905.99,405.55,194.09,Flagged,306.35,No,1.144736842105263
ITEM03908,Apparel,West,2023-03-14,347,703,298,Yes,No,0.46,7,216.65,477.65,135.83,Resolved,-396.83000000000004,No,0.42329545454545453
ITEM03909,Toys,North,2023-01-26,179,108,84,No,No,0.5,6,896.22,206.51,106.41,Resolved,583.3000000000001,No,0.7706422018348624
ITEM03910,Groceries,East,2023-08-27,414,326,888,No,Yes,0.43,10,554.62,349.26,130.77,Escalated,74.59,No,2.7155963302752295
ITEM03911,Groceries,Central,2023-12-28,470,657,302,No,No,0.46,1,182.49,281.53,174.32,Escalated,-273.35999999999996,No,0.45896656534954405
ITEM03912,Toys,East,2023-05-25,77,233,911,Yes,Yes,0.47,6,319.19,90.47,158.14,Flagged,70.58000000000001,No,3.893162393162393
ITEM03913,Groceries,East,2023-03-09,219,115,821,No,Yes,0.9,4,829.94,152.76,192.57,Reviewed,484.61000000000007,No,7.077586206896552
ITEM03914,Home Appliances,East,2023-07-07,141,314,868,Yes,Yes,0.19,9,952.75,424.58,13.88,Escalated,514.2900000000001,No,2.7555555555555555
ITEM03915,Apparel,West,2023-05-11,384,211,911,No,Yes,0.33,6,876.51,403.89,138.01,Resolved,334.61,No,4.297169811320755
ITEM03916,Electronics,South,2023-08-09,42,954,335,Yes,Yes,0.27,9,871.49,425.75,21.16,Reviewed,424.58,No,0.3507853403141361
ITEM03917,Toys,South,2023-10-08,479,256,911,No,Yes,0.54,8,4.32,21.27,226.58,Resolved,-243.53,No,3.544747081712062
ITEM03918,Home Appliances,North,2023-10-04,117,524,742,Yes,No,0.1,5,448.39,495.0,80.35,Flagged,-126.96000000000001,No,1.4133333333333333
ITEM03919,Electronics,East,2023-05-20,58,551,259,Yes,No,0.84,10,837.03,278.61,103.75,Reviewed,454.66999999999996,No,0.4692028985507246
ITEM03920,Electronics,South,2023-02-23,60,417,159,Yes,Yes,0.52,7,35.21,253.03,196.26,Escalated,-414.08,No,0.3803827751196172
ITEM03921,Toys,North,2023-01-01,40,459,379,Yes,No,0.82,8,694.09,367.2,103.99,Flagged,222.90000000000003,No,0.8239130434782609
ITEM03922,Home Appliances,West,2023-05-08,273,475,191,No,No,0.38,5,501.1,65.84,218.92,Resolved,216.34,No,0.4012605042016807
ITEM03923,Electronics,East,2023-01-01,187,395,725,Yes,No,0.22,8,790.38,114.28,258.56,Flagged,417.54,No,1.8308080808080809
ITEM03924,Electronics,Central,2023-06-22,452,297,136,No,No,0.25,10,260.79,471.02,191.06,Flagged,-401.28999999999996,No,0.4563758389261745
ITEM03925,Home Appliances,West,2023-09-23,489,669,189,No,Yes,0.48,9,882.19,103.4,46.89,Reviewed,731.9000000000001,Yes,0.282089552238806
ITEM03926,Groceries,North,2023-10-23,334,497,381,No,No,0.13,5,296.75,168.29,134.87,Reviewed,-6.409999999999997,No,0.7650602409638554
ITEM03927,Electronics,West,2023-09-13,186,689,723,Yes,No,0.73,8,951.19,123.09,219.77,Flagged,608.33,No,1.0478260869565217
ITEM03928,Apparel,Central,2023-06-23,425,341,75,No,Yes,0.73,9,640.47,241.69,81.72,Resolved,317.06000000000006,No,0.21929824561403508
ITEM03929,Home Appliances,West,2023-02-14,463,528,695,No,No,0.66,1,196.98,401.98,284.56,Escalated,-489.56000000000006,No,1.3137996219281665
ITEM03930,Electronics,North,2023-12-09,227,978,918,Yes,No,0.82,7,775.94,418.78,283.03,Flagged,74.13000000000011,No,0.9376915219611849
ITEM03931,Toys,Central,2023-05-21,163,710,676,Yes,No,0.54,7,534.79,162.49,101.52,Reviewed,270.78,No,0.9507735583684951
ITEM03932,Apparel,Central,2023-01-27,423,105,742,No,Yes,0.48,2,407.86,37.11,184.19,Resolved,186.56,No,7.0
ITEM03933,Electronics,West,2023-08-21,285,890,960,Yes,No,0.52,2,472.11,56.27,116.49,Resolved,299.35,No,1.0774410774410774
ITEM03934,Apparel,Central,2023-07-28,101,417,411,Yes,No,0.25,8,399.34,408.3,217.81,Flagged,-226.77000000000004,No,0.9832535885167464
ITEM03935,Apparel,West,2023-02-19,470,311,920,No,Yes,0.51,7,707.47,214.38,237.91,Escalated,255.18000000000004,No,2.948717948717949
ITEM03936,Groceries,East,2023-03-02,266,372,708,No,No,0.53,3,258.86,410.62,49.99,Reviewed,-201.75,No,1.8981233243967828
ITEM03937,Apparel,Central,2023-08-31,123,183,409,No,No,0.71,10,512.08,7.07,156.16,Reviewed,348.85,No,2.222826086956522
ITEM03938,Groceries,West,2023-09-26,152,723,992,Yes,No,0.38,4,755.43,17.46,103.84,Flagged,634.1299999999999,No,1.3701657458563536
ITEM03939,Home Appliances,East,2023-05-20,428,809,264,No,Yes,0.17,3,143.61,157.74,277.58,Flagged,-291.71,No,0.32592592592592595
ITEM03940,Groceries,Central,2023-06-06,178,459,126,Yes,Yes,0.58,4,291.84,102.08,59.07,Resolved,130.69,No,0.27391304347826084
ITEM03941,Toys,East,2023-03-26,426,480,144,No,Yes,0.73,10,213.45,322.6,283.95,Resolved,-393.1,No,0.2993762993762994
ITEM03942,Electronics,Central,2023-03-25,65,639,267,Yes,No,0.88,5,571.91,292.66,125.78,Resolved,153.46999999999994,No,0.4171875
ITEM03943,Home Appliances,North,2023-10-03,98,240,924,Yes,Yes,0.17,10,412.06,447.15,262.06,Reviewed,-297.15,No,3.8340248962655603
ITEM03944,Home Appliances,North,2023-01-31,430,609,417,No,No,0.7,1,323.95,394.23,139.29,Escalated,-209.57000000000002,No,0.6836065573770492
ITEM03945,Toys,West,2023-01-08,23,272,101,Yes,Yes,0.58,6,357.79,50.4,184.15,Resolved,123.24000000000004,No,0.36996336996337
ITEM03946,Groceries,South,2023-10-07,332,119,323,No,Yes,0.11,5,469.54,443.55,296.43,Flagged,-270.44,No,2.691666666666667
ITEM03947,Electronics,North,2023-07-22,248,728,493,Yes,No,0.67,5,418.41,60.01,219.49,Resolved,138.91000000000003,No,0.6762688614540466
ITEM03948,Groceries,South,2023-02-02,489,602,736,No,No,0.12,9,706.32,98.36,58.44,Flagged,549.52,No,1.220563847429519
ITEM03949,Apparel,East,2023-10-25,164,665,874,Yes,No,0.73,3,692.71,252.65,78.99,Resolved,361.07000000000005,No,1.3123123123123124
ITEM03950,Groceries,East,2023-05-23,383,326,82,No,Yes,0.68,3,26.63,55.79,138.93,Reviewed,-168.09,No,0.25076452599388377
ITEM03951,Home Appliances,South,2023-12-16,439,208,921,No,Yes,0.65,9,709.63,113.41,175.81,Escalated,420.41,No,4.4066985645933014
ITEM03952,Electronics,West,2023-02-06,93,842,465,Yes,No,0.2,8,222.01,223.86,18.32,Reviewed,-20.170000000000023,No,0.5516014234875445
ITEM03953,Groceries,Central,2023-05-27,458,419,693,No,No,0.84,9,419.82,124.21,13.06,Escalated,282.55,No,1.65
ITEM03954,Electronics,South,2023-08-16,342,407,474,No,No,0.82,10,222.46,473.3,137.22,Reviewed,-388.06,No,1.161764705882353
ITEM03955,Electronics,South,2023-02-03,123,840,836,Yes,No,0.82,10,118.97,81.0,157.06,Reviewed,-119.09,No,0.9940546967895363
ITEM03956,Apparel,South,2023-08-25,301,910,56,Yes,Yes,0.39,8,583.93,286.59,23.93,Resolved,273.40999999999997,No,0.06147091108671789
ITEM03957,Apparel,South,2023-07-31,155,186,544,No,Yes,0.49,7,950.63,248.92,142.64,Resolved,559.07,No,2.909090909090909
ITEM03958,Home Appliances,South,2023-11-05,348,885,788,Yes,No,0.19,2,371.97,226.25,234.17,Resolved,-88.44999999999996,No,0.8893905191873589
ITEM03959,Toys,West,2023-05-20,248,327,816,No,Yes,0.14,5,678.27,116.9,164.73,Escalated,396.64,No,2.4878048780487805
ITEM03960,Electronics,North,2023-07-09,435,951,843,Yes,No,0.15,10,453.05,95.37,143.33,Reviewed,214.35,No,0.8855042016806722
ITEM03961,Toys,Central,2023-04-06,270,409,797,No,No,0.56,7,181.28,151.87,21.44,Flagged,7.969999999999995,No,1.9439024390243902
ITEM03962,Home Appliances,North,2023-07-13,428,927,904,Yes,No,0.36,5,920.97,296.27,294.16,Flagged,330.54,No,0.9741379310344828
ITEM03963,Electronics,South,2023-12-27,57,478,403,Yes,No,0.56,1,449.61,290.44,162.36,Flagged,-3.1899999999999977,No,0.8413361169102297
ITEM03964,Electronics,North,2023-10-31,194,682,996,Yes,No,0.57,10,8.41,386.27,134.83,Flagged,-512.6899999999999,No,1.4582723279648608
ITEM03965,Toys,West,2023-10-23,200,839,745,Yes,No,0.83,6,456.64,151.73,22.13,Resolved,282.78,No,0.8869047619047619
ITEM03966,Groceries,East,2023-06-01,71,484,248,Yes,No,0.81,6,5.93,354.8,220.99,Escalated,-569.86,No,0.511340206185567
ITEM03967,Apparel,North,2023-08-11,494,212,764,No,Yes,0.67,6,793.92,441.08,82.69,Resolved,270.15,No,3.5868544600938965
ITEM03968,Groceries,Central,2023-07-15,246,392,484,No,No,0.75,3,367.86,428.95,24.08,Reviewed,-85.16999999999997,No,1.2315521628498727
ITEM03969,Toys,West,2023-03-29,480,404,185,No,No,0.1,1,614.61,232.87,216.02,Escalated,165.72,No,0.4567901234567901
ITEM03970,Apparel,East,2023-10-26,97,390,958,Yes,Yes,0.11,7,766.72,330.66,144.21,Flagged,291.85,No,2.450127877237852
ITEM03971,Groceries,West,2023-01-17,328,204,337,No,No,0.47,6,27.71,415.8,16.9,Resolved,-404.99,No,1.6439024390243901
ITEM03972,Apparel,South,2023-07-30,80,390,851,Yes,No,0.62,5,518.08,77.6,254.91,Resolved,185.57000000000002,No,2.176470588235294
ITEM03973,Electronics,East,2023-08-20,424,576,707,No,No,0.74,3,638.08,478.66,134.22,Reviewed,25.200000000000017,No,1.2253032928942809
ITEM03974,Groceries,Central,2023-12-24,64,620,768,Yes,No,0.46,6,471.17,301.09,43.18,Resolved,126.90000000000003,No,1.2367149758454106
ITEM03975,Apparel,East,2023-07-02,423,776,616,No,No,0.85,10,306.29,141.22,101.6,Reviewed,63.47000000000003,No,0.7927927927927928
ITEM03976,Apparel,Central,2023-06-11,4,159,860,Yes,Yes,0.75,9,463.22,262.04,8.62,Escalated,192.56,No,5.375
ITEM03977,Apparel,South,2023-03-11,477,411,457,No,No,0.18,8,393.19,368.32,294.02,Escalated,-269.15,No,1.1092233009708738
ITEM03978,Groceries,Central,2023-03-01,458,205,966,No,Yes,0.45,8,611.57,410.59,224.94,Escalated,-23.959999999999923,No,4.689320388349515
ITEM03979,Home Appliances,West,2023-06-28,283,722,963,Yes,No,0.9,8,469.11,154.08,14.66,Flagged,300.36999999999995,No,1.3319502074688796
ITEM03980,Groceries,North,2023-03-18,293,188,959,No,Yes,0.43,1,130.2,171.12,72.09,Reviewed,-113.01000000000002,No,5.074074074074074
ITEM03981,Toys,West,2023-02-04,80,367,811,Yes,No,0.41,7,83.92,408.93,142.91,Escalated,-467.91999999999996,No,2.203804347826087
ITEM03982,Groceries,West,2023-01-16,497,841,998,No,No,0.34,1,163.21,419.71,215.1,Escalated,-471.6,No,1.185273159144893
ITEM03983,Apparel,East,2023-10-21,86,938,836,Yes,No,0.49,7,65.61,343.67,190.51,Escalated,-468.57,No,0.8903088391906283
ITEM03984,Electronics,South,2023-06-20,401,682,766,No,No,0.68,2,253.57,341.73,132.37,Resolved,-220.53000000000003,No,1.1215226939970717
ITEM03985,Groceries,North,2023-02-01,292,218,874,No,Yes,0.14,3,69.96,125.67,164.01,Flagged,-219.72,No,3.990867579908676
ITEM03986,Groceries,Central,2023-09-20,410,999,753,Yes,No,0.77,10,603.58,478.06,12.93,Flagged,112.59000000000003,No,0.753
ITEM03987,Apparel,East,2023-08-03,280,544,385,No,No,0.83,2,444.68,425.11,299.68,Reviewed,-280.11,No,0.7064220183486238
ITEM03988,Electronics,South,2023-02-15,196,528,51,Yes,Yes,0.72,10,255.45,435.87,260.11,Resolved,-440.53000000000003,No,0.09640831758034027
ITEM03989,Electronics,North,2023-07-08,251,450,234,No,No,0.83,1,12.55,97.78,96.84,Resolved,-182.07,No,0.5188470066518847
ITEM03990,Toys,West,2023-10-01,82,405,723,Yes,No,0.18,5,146.24,491.9,32.33,Flagged,-377.98999999999995,No,1.7807881773399015
ITEM03991,Groceries,South,2023-03-12,26,714,610,Yes,No,0.46,8,666.72,222.77,188.56,Flagged,255.39000000000004,No,0.8531468531468531
ITEM03992,Electronics,South,2023-10-23,332,301,651,No,No,0.16,6,249.41,340.94,274.94,Escalated,-366.47,No,2.1556291390728477
ITEM03993,Electronics,South,2023-03-29,181,122,487,No,Yes,0.77,4,332.92,449.34,205.44,Reviewed,-321.85999999999996,No,3.959349593495935
ITEM03994,Home Appliances,West,2023-11-30,134,189,812,No,Yes,0.86,10,76.33,50.43,20.43,Resolved,5.469999999999999,No,4.273684210526316
ITEM03995,Home Appliances,Central,2023-09-18,89,570,71,Yes,Yes,0.34,1,548.28,159.14,113.83,Reviewed,275.31,No,0.1243432574430823
ITEM03996,Electronics,East,2023-07-01,205,192,261,No,No,0.53,10,804.37,184.1,215.57,Escalated,404.7,No,1.3523316062176165
ITEM03997,Toys,Central,2023-12-08,26,875,526,Yes,No,0.34,2,353.29,387.0,72.62,Reviewed,-106.32999999999998,No,0.6004566210045662
ITEM03998,Electronics,North,2023-01-22,377,384,515,No,No,0.4,2,114.7,147.78,192.86,Escalated,-225.94,No,1.3376623376623376
ITEM03999,Apparel,East,2023-03-15,58,782,283,Yes,Yes,0.48,3,953.97,195.38,175.28,Resolved,583.3100000000001,No,0.3614303959131545
ITEM04000,Groceries,North,2023-03-31,71,408,221,Yes,No,0.73,2,511.28,189.77,28.89,Reviewed,292.62,No,0.5403422982885085
ITEM04001,Toys,West,2023-12-01,414,832,652,Yes,No,0.22,4,89.42,455.99,221.19,Resolved,-587.76,No,0.7827130852340937
ITEM04002,Apparel,Central,2023-06-15,226,635,724,Yes,No,0.23,4,497.37,1.7,131.25,Escalated,364.42,No,1.1383647798742138
ITEM04003,Toys,South,2023-08-22,90,475,846,Yes,No,0.26,5,44.92,70.19,48.25,Escalated,-73.52,No,1.7773109243697478
ITEM04004,Apparel,East,2023-05-09,67,813,567,Yes,No,0.14,9,55.29,464.16,278.07,Reviewed,-686.94,No,0.6965601965601965
ITEM04005,Groceries,South,2023-11-30,361,598,293,No,No,0.61,3,318.49,304.85,223.62,Resolved,-209.98000000000002,No,0.48914858096828046
ITEM04006,Groceries,North,2023-10-19,259,735,470,Yes,No,0.25,6,677.26,45.35,217.07,Flagged,414.84,No,0.6385869565217391
ITEM04007,Home Appliances,South,2023-04-05,145,241,428,No,No,0.45,10,705.06,237.08,134.09,Escalated,333.8899999999999,No,1.7685950413223142
ITEM04008,Apparel,South,2023-01-28,62,151,522,Yes,Yes,0.65,4,901.45,468.44,193.15,Resolved,239.86000000000004,No,3.4342105263157894
ITEM04009,Home Appliances,West,2023-12-20,342,169,390,No,No,0.46,7,107.99,377.94,192.22,Resolved,-462.16999999999996,No,2.2941176470588234
ITEM04010,Apparel,West,2023-02-04,479,359,720,No,No,0.82,4,463.99,127.98,41.08,Resolved,294.93,No,2.0
ITEM04011,Home Appliances,Central,2023-08-19,459,797,172,No,Yes,0.72,7,476.36,217.27,263.96,Flagged,-4.869999999999948,No,0.21553884711779447
ITEM04012,Groceries,North,2023-11-14,179,983,921,Yes,No,0.32,1,460.83,245.36,245.19,Escalated,-29.720000000000027,No,0.9359756097560976
ITEM04013,Toys,West,2023-12-09,467,818,483,No,No,0.2,9,841.49,382.39,41.2,Flagged,417.90000000000003,No,0.5897435897435898
ITEM04014,Home Appliances,West,2023-12-30,110,392,237,Yes,No,0.82,1,811.35,389.12,96.85,Flagged,325.38,No,0.6030534351145038
ITEM04015,Apparel,Central,2023-05-05,190,915,63,Yes,Yes,0.42,5,507.75,146.87,20.71,Reviewed,340.17,No,0.06877729257641921
ITEM04016,Apparel,East,2023-03-20,428,477,119,No,Yes,0.41,8,778.53,363.05,103.55,Resolved,311.92999999999995,No,0.2489539748953975
ITEM04017,Groceries,Central,2023-03-02,395,138,700,No,Yes,0.75,8,59.19,486.87,218.95,Escalated,-646.63,No,5.0359712230215825
ITEM04018,Apparel,South,2023-08-05,391,447,460,No,No,0.11,6,532.13,36.29,1.07,Reviewed,494.77,No,1.0267857142857142
ITEM04019,Electronics,South,2023-10-09,245,677,919,Yes,No,0.46,6,94.9,407.64,152.03,Escalated,-464.77,No,1.3554572271386431
ITEM04020,Toys,West,2023-06-12,277,624,886,Yes,No,0.67,2,867.0,296.73,260.17,Resolved,310.09999999999997,No,1.4176
ITEM04021,Home Appliances,West,2023-02-26,346,805,640,Yes,No,0.78,4,503.15,190.34,93.38,Escalated,219.42999999999995,No,0.794044665012407
